001,001_16,[0, array([  7, 222], dtype=int32),1, array([ 14, 287], dtype=int32),2, array([ 27, 349], dtype=int32),3, array([ 42, 411], dtype=int32),4, array([ 64, 470], dtype=int32),5, array([103, 518], dtype=int32),6, array([158, 548], dtype=int32),7, array([227, 562], dtype=int32),8, array([303, 560], dtype=int32),9, array([376, 554], dtype=int32),10, array([438, 533], dtype=int32),11, array([490, 497], dtype=int32),12, array([524, 445], dtype=int32),13, array([541, 382], dtype=int32),14, array([550, 315], dtype=int32),15, array([555, 249], dtype=int32),16, array([555, 179], dtype=int32),17, array([ 49, 140], dtype=int32),18, array([ 82, 106], dtype=int32),19, array([131,  97], dtype=int32),20, array([182, 100], dtype=int32),21, array([235, 112], dtype=int32),22, array([303, 109], dtype=int32),23, array([352,  88], dtype=int32),24, array([402,  75], dtype=int32),25, array([455,  76], dtype=int32),26, array([496, 105], dtype=int32),27, array([270, 157], dtype=int32),28, array([273, 199], dtype=int32),29, array([276, 241], dtype=int32),30, array([279, 284], dtype=int32),31, array([230, 328], dtype=int32),32, array([257, 333], dtype=int32),33, array([285, 337], dtype=int32),34, array([312, 328], dtype=int32),35, array([339, 318], dtype=int32),36, array([ 99, 185], dtype=int32),37, array([128, 164], dtype=int32),38, array([164, 161], dtype=int32),39, array([196, 181], dtype=int32),40, array([164, 189], dtype=int32),41, array([129, 193], dtype=int32),42, array([352, 170], dtype=int32),43, array([383, 146], dtype=int32),44, array([419, 143], dtype=int32),45, array([450, 159], dtype=int32),46, array([423, 172], dtype=int32),47, array([387, 174], dtype=int32),48, array([201, 430], dtype=int32),49, array([235, 402], dtype=int32),50, array([267, 382], dtype=int32),51, array([294, 387], dtype=int32),52, array([320, 377], dtype=int32),53, array([353, 389], dtype=int32),54, array([391, 414], dtype=int32),55, array([358, 428], dtype=int32),56, array([327, 438], dtype=int32),57, array([299, 442], dtype=int32),58, array([270, 442], dtype=int32),59, array([238, 440], dtype=int32),60, array([216, 428], dtype=int32),61, array([267, 413], dtype=int32),62, array([295, 412], dtype=int32),63, array([323, 408], dtype=int32),64, array([376, 413], dtype=int32),65, array([323, 406], dtype=int32),66, array([296, 411], dtype=int32),67, array([268, 411], dtype=int32)]
004,004_141,[0, array([ -8, 273], dtype=int32),1, array([  3, 344], dtype=int32),2, array([ 17, 412], dtype=int32),3, array([ 32, 478], dtype=int32),4, array([ 63, 532], dtype=int32),5, array([120, 566], dtype=int32),6, array([193, 581], dtype=int32),7, array([269, 588], dtype=int32),8, array([345, 578], dtype=int32),9, array([413, 563], dtype=int32),10, array([469, 540], dtype=int32),11, array([519, 510], dtype=int32),12, array([550, 460], dtype=int32),13, array([558, 391], dtype=int32),14, array([557, 318], dtype=int32),15, array([554, 241], dtype=int32),16, array([545, 165], dtype=int32),17, array([ 17, 169], dtype=int32),18, array([ 37, 109], dtype=int32),19, array([88, 73], dtype=int32),20, array([147,  61], dtype=int32),21, array([204,  69], dtype=int32),22, array([286,  53], dtype=int32),23, array([342,  29], dtype=int32),24, array([402,  24], dtype=int32),25, array([460,  46], dtype=int32),26, array([493,  94], dtype=int32),27, array([262, 134], dtype=int32),28, array([271, 182], dtype=int32),29, array([282, 229], dtype=int32),30, array([292, 277], dtype=int32),31, array([233, 342], dtype=int32),32, array([267, 342], dtype=int32),33, array([299, 341], dtype=int32),34, array([328, 332], dtype=int32),35, array([357, 324], dtype=int32),36, array([ 85, 197], dtype=int32),37, array([112, 167], dtype=int32),38, array([151, 157], dtype=int32),39, array([187, 174], dtype=int32),40, array([157, 188], dtype=int32),41, array([119, 199], dtype=int32),42, array([337, 149], dtype=int32),43, array([366, 122], dtype=int32),44, array([403, 121], dtype=int32),45, array([433, 140], dtype=int32),46, array([408, 150], dtype=int32),47, array([372, 152], dtype=int32),48, array([194, 475], dtype=int32),49, array([233, 438], dtype=int32),50, array([275, 415], dtype=int32),51, array([307, 420], dtype=int32),52, array([340, 406], dtype=int32),53, array([383, 416], dtype=int32),54, array([424, 436], dtype=int32),55, array([393, 449], dtype=int32),56, array([356, 459], dtype=int32),57, array([322, 466], dtype=int32),58, array([288, 471], dtype=int32),59, array([242, 478], dtype=int32),60, array([212, 471], dtype=int32),61, array([278, 447], dtype=int32),62, array([311, 445], dtype=int32),63, array([344, 438], dtype=int32),64, array([407, 436], dtype=int32),65, array([348, 424], dtype=int32),66, array([314, 431], dtype=int32),67, array([282, 434], dtype=int32)]
004,004_2,[0, array([ -8, 277], dtype=int32),1, array([ -2, 349], dtype=int32),2, array([  8, 424], dtype=int32),3, array([ 26, 499], dtype=int32),4, array([ 56, 565], dtype=int32),5, array([108, 624], dtype=int32),6, array([177, 661], dtype=int32),7, array([259, 676], dtype=int32),8, array([350, 673], dtype=int32),9, array([437, 662], dtype=int32),10, array([512, 633], dtype=int32),11, array([573, 587], dtype=int32),12, array([614, 519], dtype=int32),13, array([633, 444], dtype=int32),14, array([640, 365], dtype=int32),15, array([636, 289], dtype=int32),16, array([634, 215], dtype=int32),17, array([ 43, 168], dtype=int32),18, array([ 71, 111], dtype=int32),19, array([127,  81], dtype=int32),20, array([193,  78], dtype=int32),21, array([256,  94], dtype=int32),22, array([328,  82], dtype=int32),23, array([392,  59], dtype=int32),24, array([458,  51], dtype=int32),25, array([519,  68], dtype=int32),26, array([557, 117], dtype=int32),27, array([298, 143], dtype=int32),28, array([302, 186], dtype=int32),29, array([305, 227], dtype=int32),30, array([310, 272], dtype=int32),31, array([248, 345], dtype=int32),32, array([283, 352], dtype=int32),33, array([319, 358], dtype=int32),34, array([355, 347], dtype=int32),35, array([387, 334], dtype=int32),36, array([101, 195], dtype=int32),37, array([132, 163], dtype=int32),38, array([173, 159], dtype=int32),39, array([212, 182], dtype=int32),40, array([175, 191], dtype=int32),41, array([135, 196], dtype=int32),42, array([389, 167], dtype=int32),43, array([426, 135], dtype=int32),44, array([468, 135], dtype=int32),45, array([502, 160], dtype=int32),46, array([472, 168], dtype=int32),47, array([430, 169], dtype=int32),48, array([196, 484], dtype=int32),49, array([245, 453], dtype=int32),50, array([292, 433], dtype=int32),51, array([324, 439], dtype=int32),52, array([357, 429], dtype=int32),53, array([404, 441], dtype=int32),54, array([452, 466], dtype=int32),55, array([407, 485], dtype=int32),56, array([364, 499], dtype=int32),57, array([328, 504], dtype=int32),58, array([295, 506], dtype=int32),59, array([248, 500], dtype=int32),60, array([213, 481], dtype=int32),61, array([293, 465], dtype=int32),62, array([325, 465], dtype=int32),63, array([360, 460], dtype=int32),64, array([435, 465], dtype=int32),65, array([359, 468], dtype=int32),66, array([325, 474], dtype=int32),67, array([294, 474], dtype=int32)]
004,004_56,[0, array([ -7, 319], dtype=int32),1, array([  2, 391], dtype=int32),2, array([ 15, 463], dtype=int32),3, array([ 27, 535], dtype=int32),4, array([ 45, 603], dtype=int32),5, array([ 94, 650], dtype=int32),6, array([174, 668], dtype=int32),7, array([264, 672], dtype=int32),8, array([365, 665], dtype=int32),9, array([464, 653], dtype=int32),10, array([548, 633], dtype=int32),11, array([622, 600], dtype=int32),12, array([662, 539], dtype=int32),13, array([666, 461], dtype=int32),14, array([659, 379], dtype=int32),15, array([654, 299], dtype=int32),16, array([647, 218], dtype=int32),17, array([ 27, 194], dtype=int32),18, array([ 45, 124], dtype=int32),19, array([98, 79], dtype=int32),20, array([165,  63], dtype=int32),21, array([233,  66], dtype=int32),22, array([323,  46], dtype=int32),23, array([387,  21], dtype=int32),24, array([457,  23], dtype=int32),25, array([520,  55], dtype=int32),26, array([559, 113], dtype=int32),27, array([283, 136], dtype=int32),28, array([289, 175], dtype=int32),29, array([295, 212], dtype=int32),30, array([301, 255], dtype=int32),31, array([241, 333], dtype=int32),32, array([278, 333], dtype=int32),33, array([314, 334], dtype=int32),34, array([348, 321], dtype=int32),35, array([383, 313], dtype=int32),36, array([102, 216], dtype=int32),37, array([131, 179], dtype=int32),38, array([172, 171], dtype=int32),39, array([213, 194], dtype=int32),40, array([177, 208], dtype=int32),41, array([136, 216], dtype=int32),42, array([381, 172], dtype=int32),43, array([418, 138], dtype=int32),44, array([460, 134], dtype=int32),45, array([494, 161], dtype=int32),46, array([465, 172], dtype=int32),47, array([423, 175], dtype=int32),48, array([185, 474], dtype=int32),49, array([234, 427], dtype=int32),50, array([285, 402], dtype=int32),51, array([327, 405], dtype=int32),52, array([369, 390], dtype=int32),53, array([423, 399], dtype=int32),54, array([481, 427], dtype=int32),55, array([433, 445], dtype=int32),56, array([385, 451], dtype=int32),57, array([341, 459], dtype=int32),58, array([298, 463], dtype=int32),59, array([244, 472], dtype=int32),60, array([204, 467], dtype=int32),61, array([288, 431], dtype=int32),62, array([330, 428], dtype=int32),63, array([373, 419], dtype=int32),64, array([463, 425], dtype=int32),65, array([378, 428], dtype=int32),66, array([335, 436], dtype=int32),67, array([293, 440], dtype=int32)]
004,004_74,[0, array([ -5, 247], dtype=int32),1, array([ -5, 324], dtype=int32),2, array([ -3, 400], dtype=int32),3, array([  1, 477], dtype=int32),4, array([ 19, 551], dtype=int32),5, array([ 63, 608], dtype=int32),6, array([130, 644], dtype=int32),7, array([208, 665], dtype=int32),8, array([301, 671], dtype=int32),9, array([396, 669], dtype=int32),10, array([475, 648], dtype=int32),11, array([543, 609], dtype=int32),12, array([587, 551], dtype=int32),13, array([611, 479], dtype=int32),14, array([620, 402], dtype=int32),15, array([629, 326], dtype=int32),16, array([636, 251], dtype=int32),17, array([ 61, 135], dtype=int32),18, array([100,  99], dtype=int32),19, array([154,  85], dtype=int32),20, array([212,  90], dtype=int32),21, array([264, 112], dtype=int32),22, array([363, 115], dtype=int32),23, array([418,  98], dtype=int32),24, array([475,  97], dtype=int32),25, array([529, 116], dtype=int32),26, array([563, 156], dtype=int32),27, array([313, 169], dtype=int32),28, array([311, 216], dtype=int32),29, array([309, 261], dtype=int32),30, array([308, 310], dtype=int32),31, array([232, 350], dtype=int32),32, array([267, 360], dtype=int32),33, array([305, 370], dtype=int32),34, array([343, 363], dtype=int32),35, array([379, 356], dtype=int32),36, array([120, 190], dtype=int32),37, array([154, 172], dtype=int32),38, array([190, 171], dtype=int32),39, array([224, 194], dtype=int32),40, array([188, 197], dtype=int32),41, array([152, 197], dtype=int32),42, array([399, 199], dtype=int32),43, array([436, 180], dtype=int32),44, array([471, 182], dtype=int32),45, array([502, 203], dtype=int32),46, array([470, 208], dtype=int32),47, array([435, 205], dtype=int32),48, array([159, 459], dtype=int32),49, array([215, 441], dtype=int32),50, array([266, 432], dtype=int32),51, array([305, 441], dtype=int32),52, array([343, 432], dtype=int32),53, array([391, 444], dtype=int32),54, array([445, 470], dtype=int32),55, array([389, 482], dtype=int32),56, array([341, 485], dtype=int32),57, array([302, 486], dtype=int32),58, array([262, 484], dtype=int32),59, array([213, 478], dtype=int32),60, array([178, 461], dtype=int32),61, array([264, 461], dtype=int32),62, array([304, 464], dtype=int32),63, array([343, 462], dtype=int32),64, array([427, 469], dtype=int32),65, array([342, 458], dtype=int32),66, array([303, 460], dtype=int32),67, array([264, 457], dtype=int32)]
004,004_57,[0, array([ 53, 147], dtype=int32),1, array([ 53, 217], dtype=int32),2, array([ 62, 286], dtype=int32),3, array([ 75, 354], dtype=int32),4, array([ 91, 420], dtype=int32),5, array([121, 480], dtype=int32),6, array([162, 528], dtype=int32),7, array([215, 560], dtype=int32),8, array([281, 570], dtype=int32),9, array([349, 565], dtype=int32),10, array([409, 540], dtype=int32),11, array([459, 497], dtype=int32),12, array([498, 442], dtype=int32),13, array([521, 380], dtype=int32),14, array([539, 314], dtype=int32),15, array([553, 245], dtype=int32),16, array([558, 176], dtype=int32),17, array([99, 97], dtype=int32),18, array([132,  67], dtype=int32),19, array([178,  61], dtype=int32),20, array([222,  71], dtype=int32),21, array([263,  89], dtype=int32),22, array([341,  91], dtype=int32),23, array([388,  78], dtype=int32),24, array([433,  72], dtype=int32),25, array([478,  82], dtype=int32),26, array([508, 113], dtype=int32),27, array([303, 143], dtype=int32),28, array([301, 194], dtype=int32),29, array([299, 244], dtype=int32),30, array([297, 295], dtype=int32),31, array([247, 326], dtype=int32),32, array([269, 337], dtype=int32),33, array([292, 345], dtype=int32),34, array([318, 339], dtype=int32),35, array([340, 332], dtype=int32),36, array([149, 148], dtype=int32),37, array([176, 127], dtype=int32),38, array([211, 129], dtype=int32),39, array([238, 154], dtype=int32),40, array([208, 159], dtype=int32),41, array([174, 160], dtype=int32),42, array([365, 159], dtype=int32),43, array([394, 136], dtype=int32),44, array([428, 139], dtype=int32),45, array([453, 162], dtype=int32),46, array([429, 171], dtype=int32),47, array([396, 168], dtype=int32),48, array([209, 418], dtype=int32),49, array([237, 396], dtype=int32),50, array([267, 385], dtype=int32),51, array([289, 396], dtype=int32),52, array([314, 390], dtype=int32),53, array([344, 406], dtype=int32),54, array([371, 429], dtype=int32),55, array([342, 455], dtype=int32),56, array([311, 469], dtype=int32),57, array([284, 471], dtype=int32),58, array([259, 466], dtype=int32),59, array([233, 448], dtype=int32),60, array([223, 419], dtype=int32),61, array([266, 418], dtype=int32),62, array([288, 423], dtype=int32),63, array([314, 421], dtype=int32),64, array([356, 429], dtype=int32),65, array([312, 422], dtype=int32),66, array([286, 425], dtype=int32),67, array([263, 420], dtype=int32)]
004,004_126,[0, array([  0, 213], dtype=int32),1, array([  0, 277], dtype=int32),2, array([  3, 340], dtype=int32),3, array([ 12, 403], dtype=int32),4, array([ 32, 460], dtype=int32),5, array([ 72, 506], dtype=int32),6, array([129, 537], dtype=int32),7, array([193, 555], dtype=int32),8, array([266, 560], dtype=int32),9, array([338, 559], dtype=int32),10, array([400, 544], dtype=int32),11, array([451, 513], dtype=int32),12, array([485, 466], dtype=int32),13, array([502, 410], dtype=int32),14, array([511, 349], dtype=int32),15, array([517, 287], dtype=int32),16, array([518, 226], dtype=int32),17, array([57, 90], dtype=int32),18, array([91, 56], dtype=int32),19, array([138,  41], dtype=int32),20, array([187,  50], dtype=int32),21, array([230,  71], dtype=int32),22, array([304,  71], dtype=int32),23, array([349,  55], dtype=int32),24, array([396,  53], dtype=int32),25, array([441,  72], dtype=int32),26, array([469, 109], dtype=int32),27, array([268, 124], dtype=int32),28, array([269, 158], dtype=int32),29, array([269, 192], dtype=int32),30, array([269, 227], dtype=int32),31, array([224, 283], dtype=int32),32, array([246, 288], dtype=int32),33, array([268, 293], dtype=int32),34, array([290, 290], dtype=int32),35, array([312, 287], dtype=int32),36, array([107, 151], dtype=int32),37, array([133, 128], dtype=int32),38, array([166, 128], dtype=int32),39, array([198, 150], dtype=int32),40, array([166, 157], dtype=int32),41, array([133, 158], dtype=int32),42, array([332, 157], dtype=int32),43, array([362, 137], dtype=int32),44, array([395, 140], dtype=int32),45, array([421, 165], dtype=int32),46, array([394, 171], dtype=int32),47, array([362, 167], dtype=int32),48, array([160, 391], dtype=int32),49, array([205, 363], dtype=int32),50, array([245, 348], dtype=int32),51, array([269, 356], dtype=int32),52, array([294, 351], dtype=int32),53, array([331, 369], dtype=int32),54, array([369, 402], dtype=int32),55, array([329, 415], dtype=int32),56, array([293, 419], dtype=int32),57, array([267, 418], dtype=int32),58, array([240, 415], dtype=int32),59, array([203, 407], dtype=int32),60, array([179, 389], dtype=int32),61, array([243, 382], dtype=int32),62, array([268, 385], dtype=int32),63, array([293, 385], dtype=int32),64, array([351, 398], dtype=int32),65, array([293, 384], dtype=int32),66, array([268, 383], dtype=int32),67, array([243, 380], dtype=int32)]
004,004_279,[0, array([-13, 200], dtype=int32),1, array([  0, 272], dtype=int32),2, array([ 21, 342], dtype=int32),3, array([ 44, 408], dtype=int32),4, array([ 77, 467], dtype=int32),5, array([127, 514], dtype=int32),6, array([192, 546], dtype=int32),7, array([268, 561], dtype=int32),8, array([345, 554], dtype=int32),9, array([414, 540], dtype=int32),10, array([471, 513], dtype=int32),11, array([521, 471], dtype=int32),12, array([549, 413], dtype=int32),13, array([555, 339], dtype=int32),14, array([552, 264], dtype=int32),15, array([549, 191], dtype=int32),16, array([542, 116], dtype=int32),17, array([ 18, 138], dtype=int32),18, array([49, 99], dtype=int32),19, array([100,  84], dtype=int32),20, array([153,  82], dtype=int32),21, array([208,  92], dtype=int32),22, array([306,  73], dtype=int32),23, array([356,  45], dtype=int32),24, array([408,  29], dtype=int32),25, array([464,  30], dtype=int32),26, array([508,  58], dtype=int32),27, array([266, 141], dtype=int32),28, array([274, 185], dtype=int32),29, array([281, 227], dtype=int32),30, array([290, 271], dtype=int32),31, array([239, 318], dtype=int32),32, array([268, 321], dtype=int32),33, array([297, 322], dtype=int32),34, array([323, 310], dtype=int32),35, array([348, 299], dtype=int32),36, array([ 86, 189], dtype=int32),37, array([117, 166], dtype=int32),38, array([156, 158], dtype=int32),39, array([196, 173], dtype=int32),40, array([161, 189], dtype=int32),41, array([120, 197], dtype=int32),42, array([346, 148], dtype=int32),43, array([381, 121], dtype=int32),44, array([419, 117], dtype=int32),45, array([455, 130], dtype=int32),46, array([427, 147], dtype=int32),47, array([387, 151], dtype=int32),48, array([193, 420], dtype=int32),49, array([241, 402], dtype=int32),50, array([278, 383], dtype=int32),51, array([305, 384], dtype=int32),52, array([333, 373], dtype=int32),53, array([375, 377], dtype=int32),54, array([423, 380], dtype=int32),55, array([387, 421], dtype=int32),56, array([351, 437], dtype=int32),57, array([320, 444], dtype=int32),58, array([291, 448], dtype=int32),59, array([248, 444], dtype=int32),60, array([211, 420], dtype=int32),61, array([282, 410], dtype=int32),62, array([309, 406], dtype=int32),63, array([338, 399], dtype=int32),64, array([406, 386], dtype=int32),65, array([342, 399], dtype=int32),66, array([313, 407], dtype=int32),67, array([285, 410], dtype=int32)]
004,004_122,[0, array([ -6, 224], dtype=int32),1, array([  2, 293], dtype=int32),2, array([ 16, 358], dtype=int32),3, array([ 34, 422], dtype=int32),4, array([ 61, 483], dtype=int32),5, array([102, 531], dtype=int32),6, array([160, 564], dtype=int32),7, array([229, 582], dtype=int32),8, array([300, 580], dtype=int32),9, array([367, 569], dtype=int32),10, array([425, 542], dtype=int32),11, array([472, 501], dtype=int32),12, array([501, 444], dtype=int32),13, array([514, 379], dtype=int32),14, array([518, 310], dtype=int32),15, array([517, 240], dtype=int32),16, array([511, 171], dtype=int32),17, array([ 26, 155], dtype=int32),18, array([ 49, 104], dtype=int32),19, array([97, 75], dtype=int32),20, array([151,  66], dtype=int32),21, array([202,  79], dtype=int32),22, array([280,  70], dtype=int32),23, array([331,  49], dtype=int32),24, array([384,  47], dtype=int32),25, array([435,  69], dtype=int32),26, array([462, 114], dtype=int32),27, array([250, 142], dtype=int32),28, array([256, 193], dtype=int32),29, array([262, 241], dtype=int32),30, array([267, 291], dtype=int32),31, array([217, 337], dtype=int32),32, array([243, 342], dtype=int32),33, array([271, 346], dtype=int32),34, array([297, 336], dtype=int32),35, array([322, 326], dtype=int32),36, array([ 84, 176], dtype=int32),37, array([109, 150], dtype=int32),38, array([143, 148], dtype=int32),39, array([177, 172], dtype=int32),40, array([145, 180], dtype=int32),41, array([110, 184], dtype=int32),42, array([323, 158], dtype=int32),43, array([350, 129], dtype=int32),44, array([384, 126], dtype=int32),45, array([412, 145], dtype=int32),46, array([389, 158], dtype=int32),47, array([355, 161], dtype=int32),48, array([180, 447], dtype=int32),49, array([215, 423], dtype=int32),50, array([248, 408], dtype=int32),51, array([275, 413], dtype=int32),52, array([302, 403], dtype=int32),53, array([336, 412], dtype=int32),54, array([375, 426], dtype=int32),55, array([343, 449], dtype=int32),56, array([312, 460], dtype=int32),57, array([283, 465], dtype=int32),58, array([255, 467], dtype=int32),59, array([219, 463], dtype=int32),60, array([195, 445], dtype=int32),61, array([250, 434], dtype=int32),62, array([277, 434], dtype=int32),63, array([305, 429], dtype=int32),64, array([362, 428], dtype=int32),65, array([307, 431], dtype=int32),66, array([279, 436], dtype=int32),67, array([252, 436], dtype=int32)]
004,004_222,[0, array([-11, 213], dtype=int32),1, array([ -2, 298], dtype=int32),2, array([ 12, 378], dtype=int32),3, array([ 33, 458], dtype=int32),4, array([ 66, 533], dtype=int32),5, array([114, 595], dtype=int32),6, array([174, 647], dtype=int32),7, array([247, 678], dtype=int32),8, array([330, 683], dtype=int32),9, array([413, 675], dtype=int32),10, array([479, 641], dtype=int32),11, array([533, 587], dtype=int32),12, array([574, 522], dtype=int32),13, array([598, 443], dtype=int32),14, array([607, 358], dtype=int32),15, array([610, 273], dtype=int32),16, array([606, 187], dtype=int32),17, array([ 44, 161], dtype=int32),18, array([ 81, 116], dtype=int32),19, array([142, 105], dtype=int32),20, array([202, 110], dtype=int32),21, array([261, 125], dtype=int32),22, array([331, 120], dtype=int32),23, array([388,  96], dtype=int32),24, array([449,  86], dtype=int32),25, array([509,  94], dtype=int32),26, array([546, 138], dtype=int32),27, array([303, 178], dtype=int32),28, array([310, 243], dtype=int32),29, array([316, 307], dtype=int32),30, array([322, 372], dtype=int32),31, array([251, 402], dtype=int32),32, array([284, 413], dtype=int32),33, array([320, 423], dtype=int32),34, array([355, 411], dtype=int32),35, array([386, 395], dtype=int32),36, array([120, 191], dtype=int32),37, array([147, 173], dtype=int32),38, array([184, 170], dtype=int32),39, array([218, 192], dtype=int32),40, array([184, 200], dtype=int32),41, array([148, 202], dtype=int32),42, array([388, 186], dtype=int32),43, array([420, 163], dtype=int32),44, array([456, 160], dtype=int32),45, array([488, 176], dtype=int32),46, array([459, 190], dtype=int32),47, array([423, 191], dtype=int32),48, array([209, 508], dtype=int32),49, array([252, 503], dtype=int32),50, array([286, 498], dtype=int32),51, array([316, 506], dtype=int32),52, array([344, 497], dtype=int32),53, array([381, 500], dtype=int32),54, array([427, 504], dtype=int32),55, array([386, 529], dtype=int32),56, array([352, 535], dtype=int32),57, array([322, 537], dtype=int32),58, array([290, 534], dtype=int32),59, array([254, 527], dtype=int32),60, array([224, 510], dtype=int32),61, array([287, 510], dtype=int32),62, array([318, 514], dtype=int32),63, array([346, 510], dtype=int32),64, array([412, 506], dtype=int32),65, array([348, 509], dtype=int32),66, array([319, 512], dtype=int32),67, array([288, 508], dtype=int32)]
004,004_64,[0, array([ -9, 272], dtype=int32),1, array([ -4, 345], dtype=int32),2, array([ 10, 414], dtype=int32),3, array([ 27, 486], dtype=int32),4, array([ 55, 551], dtype=int32),5, array([100, 608], dtype=int32),6, array([164, 649], dtype=int32),7, array([245, 668], dtype=int32),8, array([335, 667], dtype=int32),9, array([420, 655], dtype=int32),10, array([490, 629], dtype=int32),11, array([542, 580], dtype=int32),12, array([574, 515], dtype=int32),13, array([593, 440], dtype=int32),14, array([605, 365], dtype=int32),15, array([617, 288], dtype=int32),16, array([614, 211], dtype=int32),17, array([ 30, 152], dtype=int32),18, array([ 65, 112], dtype=int32),19, array([118,  90], dtype=int32),20, array([176,  90], dtype=int32),21, array([229, 106], dtype=int32),22, array([334,  93], dtype=int32),23, array([390,  69], dtype=int32),24, array([450,  61], dtype=int32),25, array([505,  76], dtype=int32),26, array([548, 107], dtype=int32),27, array([285, 164], dtype=int32),28, array([292, 212], dtype=int32),29, array([299, 258], dtype=int32),30, array([306, 306], dtype=int32),31, array([251, 368], dtype=int32),32, array([281, 373], dtype=int32),33, array([310, 377], dtype=int32),34, array([337, 367], dtype=int32),35, array([362, 356], dtype=int32),36, array([ 87, 208], dtype=int32),37, array([121, 177], dtype=int32),38, array([169, 172], dtype=int32),39, array([210, 200], dtype=int32),40, array([169, 214], dtype=int32),41, array([121, 219], dtype=int32),42, array([368, 185], dtype=int32),43, array([412, 152], dtype=int32),44, array([458, 149], dtype=int32),45, array([493, 175], dtype=int32),46, array([462, 193], dtype=int32),47, array([415, 193], dtype=int32),48, array([195, 490], dtype=int32),49, array([239, 455], dtype=int32),50, array([283, 434], dtype=int32),51, array([314, 439], dtype=int32),52, array([344, 429], dtype=int32),53, array([390, 444], dtype=int32),54, array([436, 475], dtype=int32),55, array([397, 501], dtype=int32),56, array([354, 510], dtype=int32),57, array([321, 514], dtype=int32),58, array([288, 515], dtype=int32),59, array([243, 513], dtype=int32),60, array([213, 486], dtype=int32),61, array([285, 472], dtype=int32),62, array([315, 470], dtype=int32),63, array([346, 467], dtype=int32),64, array([418, 473], dtype=int32),65, array([348, 471], dtype=int32),66, array([317, 474], dtype=int32),67, array([286, 475], dtype=int32)]
004,004_142,[0, array([ 48, 309], dtype=int32),1, array([ 55, 378], dtype=int32),2, array([ 64, 444], dtype=int32),3, array([ 78, 512], dtype=int32),4, array([103, 574], dtype=int32),5, array([145, 625], dtype=int32),6, array([206, 658], dtype=int32),7, array([277, 673], dtype=int32),8, array([361, 671], dtype=int32),9, array([446, 664], dtype=int32),10, array([521, 646], dtype=int32),11, array([588, 614], dtype=int32),12, array([634, 559], dtype=int32),13, array([657, 489], dtype=int32),14, array([663, 413], dtype=int32),15, array([660, 336], dtype=int32),16, array([654, 258], dtype=int32),17, array([ 88, 217], dtype=int32),18, array([112, 166], dtype=int32),19, array([164, 141], dtype=int32),20, array([221, 140], dtype=int32),21, array([281, 147], dtype=int32),22, array([349, 136], dtype=int32),23, array([407, 116], dtype=int32),24, array([466, 104], dtype=int32),25, array([526, 119], dtype=int32),26, array([564, 164], dtype=int32),27, array([316, 201], dtype=int32),28, array([317, 247], dtype=int32),29, array([318, 291], dtype=int32),30, array([319, 337], dtype=int32),31, array([269, 390], dtype=int32),32, array([299, 397], dtype=int32),33, array([331, 401], dtype=int32),34, array([365, 390], dtype=int32),35, array([399, 379], dtype=int32),36, array([155, 255], dtype=int32),37, array([181, 229], dtype=int32),38, array([216, 221], dtype=int32),39, array([252, 235], dtype=int32),40, array([220, 248], dtype=int32),41, array([186, 255], dtype=int32),42, array([398, 219], dtype=int32),43, array([432, 196], dtype=int32),44, array([468, 194], dtype=int32),45, array([499, 215], dtype=int32),46, array([471, 222], dtype=int32),47, array([435, 223], dtype=int32),48, array([242, 512], dtype=int32),49, array([274, 483], dtype=int32),50, array([307, 468], dtype=int32),51, array([339, 475], dtype=int32),52, array([372, 464], dtype=int32),53, array([415, 473], dtype=int32),54, array([464, 493], dtype=int32),55, array([420, 508], dtype=int32),56, array([380, 515], dtype=int32),57, array([345, 520], dtype=int32),58, array([312, 519], dtype=int32),59, array([279, 519], dtype=int32),60, array([257, 509], dtype=int32),61, array([309, 495], dtype=int32),62, array([341, 496], dtype=int32),63, array([375, 491], dtype=int32),64, array([447, 493], dtype=int32),65, array([375, 489], dtype=int32),66, array([342, 493], dtype=int32),67, array([310, 492], dtype=int32)]
